,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
237,FDT27,Regular,0.069587171,Meat,234.6616,OUT046,1997,Tier 1,Supermarket Type1,4687.232
238,FDH21,Low Fat,0.031273559,Seafood,160.0604,OUT049,1999,Tier 1,Supermarket Type1,1267.6832
239,FDU27,Regular,0.170646494,Meat,46.3376,OUT027,1985,Tier 3,Supermarket Type3,2109.2544
240,NCQ05,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,1998,Tier 3,Grocery Store,300.9416
241,FDA16,Low Fat,0.0,Frozen Foods,219.4456,OUT046,1997,Tier 1,Supermarket Type1,3094.6384
242,FDP25,Low Fat,0.035497039,Canned,216.7824,OUT010,1998,Tier 3,Grocery Store,436.7648
243,FDB29,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,Tier 3,Supermarket Type1,801.6232
244,NCF31,Low Fat,0.090778148,Household,153.1024,OUT019,1985,Tier 1,Grocery Store,303.6048
245,FDC08,Regular,0.103449993,Fruits and Vegetables,225.472,OUT046,1997,Tier 1,Supermarket Type1,3169.208
246,FDM24,Regular,0.079327367,Baking Goods,152.8366,OUT046,1997,Tier 1,Supermarket Type1,2871.5954
247,FDJ45,Low Fat,0.073524776,Seafood,34.8216,OUT049,1999,Tier 1,Supermarket Type1,207.7296
248,FDC15,Low Fat,0.297883712,Dairy,156.7288,OUT010,1998,Tier 3,Grocery Store,314.2576
249,FDG08,Regular,0.165328057,Fruits and Vegetables,170.6764,OUT035,2004,Tier 2,Supermarket Type1,3435.528
250,FDS19,Regular,0.064207277,Fruits and Vegetables,76.0012,OUT046,1997,Tier 1,Supermarket Type1,1214.4192
251,FDA26,Regular,0.073906461,Dairy,218.4482,OUT035,2004,Tier 2,Supermarket Type1,4819.0604
252,FDR31,Regular,0.048924811,Fruits and Vegetables,147.4102,OUT027,1985,Tier 3,Supermarket Type3,3207.8244
253,FDQ40,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Tier 3,Supermarket Type3,3691.1952
254,FDW44,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,Tier 1,Supermarket Type1,2556.672
255,FDC02,Low Fat,0.068809463,Canned,258.5278,OUT035,2004,Tier 2,Supermarket Type1,5206.556
256,NCQ41,Low Fat,0.019476708,Health and Hygiene,193.0794,OUT035,2004,Tier 2,Supermarket Type1,3901.588
257,FDZ52,Low Fat,0.099589909,Frozen Foods,109.1886,OUT027,1985,Tier 3,Supermarket Type3,4225.1668
258,NCB18,LF,0.041374909,Household,89.2514,OUT045,2002,Tier 2,Supermarket Type1,1416.8224
259,NCB19,Low Fat,0.090295708,Household,84.6882,OUT046,1997,Tier 1,Supermarket Type1,601.2174
260,FDS52,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Tier 2,Supermarket Type1,1315.6208
261,NCI06,Low Fat,0.047791878,Household,180.766,OUT049,1999,Tier 1,Supermarket Type1,5033.448
262,NCH30,Low Fat,0.066828857,Household,114.186,OUT027,1985,Tier 3,Supermarket Type3,1924.162
263,DRM47,Low Fat,0.043777415,Hard Drinks,192.9846,OUT035,2004,Tier 2,Supermarket Type1,6114.7072
264,NCR53,Low Fat,0.14492016,Health and Hygiene,224.4404,OUT013,1987,Tier 3,Supermarket Type1,1800.3232
265,FDO37,Low Fat,0.021497594,Breakfast,230.3326,OUT017,2007,Tier 2,Supermarket Type1,1386.1956
266,FDK46,Low Fat,0.086145867,Snack Foods,258.362,OUT010,1998,Tier 3,Grocery Store,259.662
267,DRG01,Low Fat,0.044840933,Soft Drinks,78.367,OUT013,1987,Tier 3,Supermarket Type1,918.804
268,DRO59,Low Fat,0.054238448,Hard Drinks,75.4012,OUT049,1999,Tier 1,Supermarket Type1,986.7156
269,FDZ39,Regular,0.018098194,Meat,104.599,OUT018,2009,Tier 3,Supermarket Type2,309.597
270,FDH28,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Tier 1,Supermarket Type1,265.6542
271,NCU53,Low Fat,0.042838514,Health and Hygiene,163.7842,OUT045,2002,Tier 2,Supermarket Type1,1657.842
272,FDP27,Low Fat,0.119692888,Meat,188.453,OUT045,2002,Tier 2,Supermarket Type1,4364.319
273,FDT34,Low Fat,0.175336471,Snack Foods,107.0964,OUT017,2007,Tier 2,Supermarket Type1,1472.7496
274,FDY33,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,Tier 2,Supermarket Type1,3978.155
275,FDG47,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,2009,Tier 3,Supermarket Type2,3410.2276
276,FDX11,Regular,0.106663245,Baking Goods,179.7634,OUT013,1987,Tier 3,Supermarket Type1,4180.5582
277,DRM37,Low Fat,0.096790497,Soft Drinks,197.2768,OUT018,2009,Tier 3,Supermarket Type2,3941.536
278,DRM23,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,Tier 3,Grocery Store,172.4422
279,NCM07,Low Fat,0.040187877,Others,85.6908,OUT017,2007,Tier 2,Supermarket Type1,1593.9252
280,FDA35,Regular,0.053837561,Baking Goods,120.8072,OUT046,1997,Tier 1,Supermarket Type1,4287.752
281,FDZ07,Regular,0.164391573,Fruits and Vegetables,62.8194,OUT019,1985,Tier 1,Grocery Store,61.9194
282,NCL53,Low Fat,0.0,Health and Hygiene,175.4028,OUT027,1985,Tier 3,Supermarket Type3,6729.9064
283,FDK55,Low Fat,0.025756826,Meat,87.2172,OUT035,2004,Tier 2,Supermarket Type1,802.9548
284,FDS01,Low Fat,0.017817285,Canned,177.0686,OUT018,2009,Tier 3,Supermarket Type2,1422.1488
285,FDS04,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Tier 2,Supermarket Type1,3652.5788
286,FDN13,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Tier 1,Supermarket Type1,201.0716
287,FDR02,Low Fat,0.022110425,Dairy,110.8886,OUT045,2002,Tier 2,Supermarket Type1,3558.0352
288,DRD13,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Tier 2,Supermarket Type1,958.752
289,FDP38,Low Fat,0.032283676,Canned,52.2008,OUT017,2007,Tier 2,Supermarket Type1,759.012
290,FDE24,Low Fat,0.15643727,Baking Goods,142.0812,OUT010,1998,Tier 3,Grocery Store,284.9624
291,NCY41,Low Fat,0.075721301,Health and Hygiene,34.3532,OUT035,2004,Tier 2,Supermarket Type1,1042.6428
292,NCD55,Low Fat,0.024369007,Household,40.2454,OUT049,1999,Tier 1,Supermarket Type1,922.7988
293,DRE48,Low Fat,0.017311312,Soft Drinks,197.8768,OUT013,1987,Tier 3,Supermarket Type1,3744.4592
294,FDR33,Low Fat,0.026783871,Snack Foods,108.157,OUT035,2004,Tier 2,Supermarket Type1,1098.57
295,NCT41,Low Fat,0.055979703,Health and Hygiene,151.9024,OUT035,2004,Tier 2,Supermarket Type1,1062.6168
296,FDV55,Low Fat,0.055159054,Fruits and Vegetables,145.6444,OUT049,1999,Tier 1,Supermarket Type1,2467.4548
297,FDU50,Regular,0.075595405,Dairy,114.7176,OUT017,2007,Tier 2,Supermarket Type1,1259.6936
298,FDU07,Low Fat,0.059940022,Fruits and Vegetables,149.1366,OUT049,1999,Tier 1,Supermarket Type1,4231.8248
299,FDY31,Low Fat,0.043554614,Fruits and Vegetables,148.2418,OUT035,2004,Tier 2,Supermarket Type1,2354.2688
300,FDK56,Low Fat,0.130261652,Fruits and Vegetables,185.2898,OUT045,2002,Tier 2,Supermarket Type1,3367.6164
301,FDZ21,Regular,0.03928284,Snack Foods,94.641,OUT049,1999,Tier 1,Supermarket Type1,2799.689
302,FDI26,Low Fat,0.034717799,Canned,179.4344,OUT027,1985,Tier 3,Supermarket Type3,6066.7696
303,FDG04,Low Fat,0.010615026,Frozen Foods,185.1898,OUT019,1985,Tier 1,Grocery Store,374.1796
304,FDR10,Low Fat,0.016804724,Snack Foods,163.4552,OUT010,1998,Tier 3,Grocery Store,649.8208
305,FDW25,LF,0.03736783,Canned,86.9224,OUT013,1987,Tier 3,Supermarket Type1,255.6672
306,FDL27,Low Fat,0.010674255,Meat,63.4826,OUT018,2009,Tier 3,Supermarket Type2,774.9912
307,NCP41,Low Fat,0.016197216,Health and Hygiene,108.8596,OUT013,1987,Tier 3,Supermarket Type1,970.7364
308,FDN01,Low Fat,0.0,Breakfast,178.437,OUT046,1997,Tier 1,Supermarket Type1,1235.059
309,FDR36,Regular,0.203510667,Baking Goods,41.0454,OUT010,1998,Tier 3,Grocery Store,251.6724
310,FDV47,low fat,0.054162439,Breads,85.3566,OUT013,1987,Tier 3,Supermarket Type1,1775.6886
311,FDI41,Regular,0.061955439,Frozen Foods,145.1418,OUT027,1985,Tier 3,Supermarket Type3,4561.3958
312,NCX18,Low Fat,0.008811818,Household,196.511,OUT045,2002,Tier 2,Supermarket Type1,2749.754
313,FDS14,Low Fat,0.050065211,Dairy,157.4288,OUT045,2002,Tier 2,Supermarket Type1,2042.6744
314,FDG60,Low Fat,0.060699725,Baking Goods,233.3616,OUT046,1997,Tier 1,Supermarket Type1,6093.4016
315,FDW26,Regular,0.107223632,Dairy,223.5772,OUT049,1999,Tier 1,Supermarket Type1,2668.5264
316,NCB18,Low Fat,0.041283361,Household,87.0514,OUT035,2004,Tier 2,Supermarket Type1,2125.2336
317,FDX32,Regular,0.0,Fruits and Vegetables,146.2786,OUT010,1998,Tier 3,Grocery Store,433.4358
318,FDT40,Low Fat,0.095331433,Frozen Foods,125.5678,OUT027,1985,Tier 3,Supermarket Type3,2543.356
319,NCU54,Low Fat,0.098622378,Household,208.427,OUT046,1997,Tier 1,Supermarket Type1,5452.902
320,DRE13,low fat,0.027570939,Soft Drinks,86.6198,OUT027,1985,Tier 3,Supermarket Type3,2529.3742
321,FDF34,Regular,0.014047825,Snack Foods,196.5084,OUT045,2002,Tier 2,Supermarket Type1,4364.9848
322,DRM59,Low Fat,0.003597678,Hard Drinks,153.8998,OUT049,1999,Tier 1,Supermarket Type1,2922.1962
323,FDT04,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,2004,Tier 2,Supermarket Type1,785.644
324,FDR46,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009,Tier 3,Supermarket Type2,2490.092
325,DRN47,Low Fat,0.016826748,Hard Drinks,179.166,OUT046,1997,Tier 1,Supermarket Type1,3056.022
326,FDB17,Low Fat,0.064208126,Frozen Foods,180.1976,OUT019,1985,Tier 1,Grocery Store,181.0976
327,FDR27,Regular,0.096295326,Meat,133.4942,OUT045,2002,Tier 2,Supermarket Type1,1457.4362
328,FDJ55,Regular,0.023511371,Meat,225.9404,OUT013,1987,Tier 3,Supermarket Type1,4950.8888
329,NCL05,Low Fat,0.048092778,Health and Hygiene,44.477,OUT018,2009,Tier 3,Supermarket Type2,432.77
330,FDL43,Low Fat,0.027064381,Meat,76.367,OUT046,1997,Tier 1,Supermarket Type1,765.67
331,FDX09,Low Fat,0.114243048,Snack Foods,174.937,OUT019,1985,Tier 1,Grocery Store,176.437
332,FDK50,Low Fat,0.028357839,Canned,163.2894,OUT035,2004,Tier 2,Supermarket Type1,4530.1032
333,FDT21,Low Fat,0.020387989,Snack Foods,247.1092,OUT035,2004,Tier 2,Supermarket Type1,4233.1564
334,FDT46,Low Fat,0.053939315,Snack Foods,52.1008,OUT019,1985,Tier 1,Grocery Store,50.6008
335,FDN44,LF,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,Tier 2,Supermarket Type1,1917.504
336,FDQ36,Regular,0.162461219,Baking Goods,39.2848,OUT017,2007,Tier 2,Supermarket Type1,857.5504
337,NCT18,Low Fat,0.059741172,Household,179.6976,OUT017,2007,Tier 2,Supermarket Type1,5070.7328
338,DRH36,Low Fat,0.058444176,Soft Drinks,73.0696,OUT019,1985,Tier 1,Grocery Store,223.7088
339,FDU14,Low Fat,0.034823127,Dairy,248.675,OUT045,2002,Tier 2,Supermarket Type1,4993.5
340,FDZ09,Low Fat,0.104859135,Snack Foods,161.8868,OUT035,2004,Tier 2,Supermarket Type1,4094.67
341,FDH52,Regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Tier 3,Supermarket Type3,1733.7432
342,FDU15,Regular,0.0,Meat,36.6532,OUT017,2007,Tier 2,Supermarket Type1,755.0172
343,FDU36,Low Fat,0.046232445,Baking Goods,99.4384,OUT013,1987,Tier 3,Supermarket Type1,1379.5376
344,NCP18,Low Fat,0.028459761,Household,149.9708,OUT027,1985,Tier 3,Supermarket Type3,4363.6532
345,FDS32,Regular,0.029700018,Fruits and Vegetables,140.3838,OUT049,1999,Tier 1,Supermarket Type1,1404.838
346,FDJ56,LF,0.183688161,Fruits and Vegetables,100.27,OUT049,1999,Tier 1,Supermarket Type1,998.7
347,FDW19,Regular,0.038657256,Fruits and Vegetables,110.257,OUT018,2009,Tier 3,Supermarket Type2,1757.712
348,FDY28,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,Tier 2,Supermarket Type1,3419.5488
349,FDY10,Low Fat,0.049144165,Snack Foods,112.7176,OUT049,1999,Tier 1,Supermarket Type1,1717.764
350,FDS27,Regular,0.012458143,Meat,196.311,OUT046,1997,Tier 1,Supermarket Type1,589.233
351,FDQ16,LF,0.041823046,Frozen Foods,108.0912,OUT045,2002,Tier 2,Supermarket Type1,1965.4416
352,DRK12,Low Fat,0.041683481,Soft Drinks,31.29,OUT027,1985,Tier 3,Supermarket Type3,898.83
353,FDH09,Low Fat,0.056394771,Seafood,51.3982,OUT017,2007,Tier 2,Supermarket Type1,473.3838
354,FDB02,Regular,0.029140008,Canned,176.337,OUT013,1987,Tier 3,Supermarket Type1,3528.74
355,FDZ35,Regular,0.0,Breads,101.699,OUT049,1999,Tier 1,Supermarket Type1,2373.577
356,FDG16,Low Fat,0.089998959,Frozen Foods,215.1192,OUT045,2002,Tier 2,Supermarket Type1,2157.192
357,FDC20,Low Fat,0.024107056,Fruits and Vegetables,56.6272,OUT017,2007,Tier 2,Supermarket Type1,447.4176
358,FDJ15,Regular,0.023322478,Dairy,182.5608,OUT046,1997,Tier 1,Supermarket Type1,3307.6944
359,FDF21,Regular,0.059160135,Fruits and Vegetables,191.553,OUT017,2007,Tier 2,Supermarket Type1,6641.355
360,DRA12,Low Fat,0.041177505,Soft Drinks,140.3154,OUT017,2007,Tier 2,Supermarket Type1,2552.6772
361,FDW44,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,1998,Tier 3,Grocery Store,170.4448
362,FDQ03,Regular,0.077999504,Meat,238.0248,OUT035,2004,Tier 2,Supermarket Type1,1896.1984
363,FDA27,Regular,0.030990354,Dairy,256.3672,OUT045,2002,Tier 2,Supermarket Type1,1022.6688
364,FDL46,Low Fat,0.054046706,Snack Foods,119.5466,OUT035,2004,Tier 2,Supermarket Type1,353.5398
365,FDN09,Low Fat,0.034868095,Snack Foods,243.7828,OUT035,2004,Tier 2,Supermarket Type1,6579.4356
366,FDU24,Regular,0.0,Baking Goods,95.012,OUT049,1999,Tier 1,Supermarket Type1,2050.664
367,FDI14,Low Fat,0.090043082,Canned,140.1496,OUT018,2009,Tier 3,Supermarket Type2,846.8976
368,FDQ08,Regular,0.031685529,Fruits and Vegetables,63.1536,OUT010,1998,Tier 3,Grocery Store,122.5072
369,FDX52,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Tier 2,Supermarket Type1,3475.476
370,FDF17,Low Fat,0.042861968,Frozen Foods,196.811,OUT017,2007,Tier 2,Supermarket Type1,3731.809
371,FDZ28,Regular,0.051596927,Frozen Foods,128.0678,OUT045,2002,Tier 2,Supermarket Type1,1780.3492
372,FDN10,Low Fat,0.0,Snack Foods,119.5124,OUT018,2009,Tier 3,Supermarket Type2,829.5868
373,FDZ49,Regular,0.13312044,Canned,221.5798,OUT035,2004,Tier 2,Supermarket Type1,4187.2162
374,NCA41,Low Fat,0.032586709,Health and Hygiene,191.9162,OUT046,1997,Tier 1,Supermarket Type1,4040.7402
375,FDB21,Low Fat,0.148492521,Fruits and Vegetables,240.6854,OUT035,2004,Tier 2,Supermarket Type1,1691.7978
376,FDL04,Low Fat,0.112097433,Frozen Foods,105.5622,OUT049,1999,Tier 1,Supermarket Type1,1905.5196
377,FDP23,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,Tier 2,Supermarket Type1,1959.4494
378,NCF43,Low Fat,0.05190268,Household,142.247,OUT013,1987,Tier 3,Supermarket Type1,2862.94
379,FDZ50,Regular,0.0,Dairy,184.2608,OUT027,1985,Tier 3,Supermarket Type3,6064.1064
380,FDA03,Regular,0.0,Dairy,144.2102,OUT035,2004,Tier 2,Supermarket Type1,2041.3428
381,DRH11,Low Fat,0.075192072,Hard Drinks,56.0614,OUT027,1985,Tier 3,Supermarket Type3,2597.2858
382,DRF36,Low Fat,0.039463564,Soft Drinks,189.9846,OUT010,1998,Tier 3,Grocery Store,191.0846
383,NCP06,Low Fat,0.065689432,Household,149.7366,OUT010,1998,Tier 3,Grocery Store,151.1366
384,NCL05,Low Fat,0.083862625,Health and Hygiene,44.077,OUT019,1985,Tier 1,Grocery Store,216.385
385,FDV13,Regular,0.027653795,Canned,88.0856,OUT049,1999,Tier 1,Supermarket Type1,1318.284
386,FDL03,Regular,0.027190917,Meat,194.811,OUT018,2009,Tier 3,Supermarket Type2,2160.521
387,FDX19,Low Fat,0.09688421,Fruits and Vegetables,233.5958,OUT049,1999,Tier 1,Supermarket Type1,2336.958
388,NCF07,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Tier 3,Supermarket Type3,2125.2336
389,FDF11,Regular,0.017627888,Starchy Foods,239.6538,OUT035,2004,Tier 2,Supermarket Type1,2403.538
390,FDH34,Low Fat,0.031143591,Snack Foods,183.9582,OUT049,1999,Tier 1,Supermarket Type1,5386.9878
391,DRH01,Low Fat,0.098457814,Soft Drinks,171.7738,OUT017,2007,Tier 2,Supermarket Type1,2432.8332
392,FDC40,Regular,0.065009745,Dairy,79.5986,OUT013,1987,Tier 3,Supermarket Type1,934.7832
393,NCC07,Low Fat,0.023931217,Household,103.1964,OUT013,1987,Tier 3,Supermarket Type1,736.3748
394,NCN06,Low Fat,0.120396991,Household,163.4868,OUT013,1987,Tier 3,Supermarket Type1,4586.0304
395,FDC20,Low Fat,0.024020078,Fruits and Vegetables,57.2272,OUT045,2002,Tier 2,Supermarket Type1,1174.4712
396,FDD22,Low Fat,0.100055625,Snack Foods,113.3544,OUT018,2009,Tier 3,Supermarket Type2,3467.4864
397,FDQ14,LF,0.061775607,Dairy,150.105,OUT035,2004,Tier 2,Supermarket Type1,2696.49
398,FDZ15,Low Fat,0.020988798,Dairy,117.7782,OUT017,2007,Tier 2,Supermarket Type1,1191.782
399,NCN30,LF,0.016910914,Household,96.641,OUT027,1985,Tier 3,Supermarket Type3,1544.656
400,NCT17,LF,0.041831008,Health and Hygiene,186.6214,OUT013,1987,Tier 3,Supermarket Type1,2261.0568
401,FDV26,Regular,0.076314907,Dairy,196.7794,OUT045,2002,Tier 2,Supermarket Type1,2731.1116
402,NCM29,Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,1985,Tier 3,Supermarket Type3,3410.2276
403,FDR08,Low Fat,0.037699254,Fruits and Vegetables,110.2886,OUT045,2002,Tier 2,Supermarket Type1,2223.772
404,FDT07,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2004,Tier 2,Supermarket Type1,4613.994
405,FDI52,Low Fat,0.104840884,Frozen Foods,122.1072,OUT049,1999,Tier 1,Supermarket Type1,490.0288
406,FDX52,Regular,0.04224015,Frozen Foods,194.982,OUT017,2007,Tier 2,Supermarket Type1,3089.312
407,DRK49,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Tier 1,Supermarket Type1,446.7518
408,NCP43,Low Fat,0.030501281,Others,180.566,OUT035,2004,Tier 2,Supermarket Type1,3415.554
409,FDT55,Regular,0.0,Fruits and Vegetables,156.4946,OUT049,1999,Tier 1,Supermarket Type1,2998.0974
410,FDX39,Regular,0.083147702,Meat,210.1586,OUT010,1998,Tier 3,Grocery Store,422.1172
411,FDN13,LF,0.151931742,Breakfast,101.1358,OUT013,1987,Tier 3,Supermarket Type1,1105.8938
412,FDQ27,Regular,0.044252621,Meat,102.599,OUT046,1997,Tier 1,Supermarket Type1,1651.184
413,FDF12,Low Fat,0.08259502,Baking Goods,149.1076,OUT045,2002,Tier 2,Supermarket Type1,1182.4608
414,FDV39,LF,0.007279889,Meat,199.3426,OUT046,1997,Tier 1,Supermarket Type1,2372.9112
415,FDL57,Regular,0.067020992,Snack Foods,260.3304,OUT013,1987,Tier 3,Supermarket Type1,5424.9384
416,NCM41,Low Fat,0.035626319,Health and Hygiene,93.112,OUT013,1987,Tier 3,Supermarket Type1,932.12
417,FDJ33,Regular,0.088305478,Snack Foods,123.473,OUT035,2004,Tier 2,Supermarket Type1,1478.076
418,FDF08,Regular,0.065153295,Fruits and Vegetables,88.4856,OUT013,1987,Tier 3,Supermarket Type1,1406.1696
419,FDY38,Regular,0.119077255,Dairy,231.23,OUT013,1987,Tier 3,Supermarket Type1,2330.3
420,NCP06,Low Fat,0.039467795,Household,151.7366,OUT017,2007,Tier 2,Supermarket Type1,604.5464
421,FDR04,Low Fat,0.0,Frozen Foods,98.0068,OUT018,2009,Tier 3,Supermarket Type2,874.8612
422,FDB14,Regular,0.0,Canned,92.312,OUT019,1985,Tier 1,Grocery Store,372.848
423,FDA20,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,2009,Tier 3,Supermarket Type2,1304.968
424,FDA21,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Tier 3,Supermarket Type2,5182.5872
425,FDS26,Low Fat,0.089975294,Dairy,261.6594,OUT017,2007,Tier 2,Supermarket Type1,7588.1226
426,NCC18,Low Fat,0.177236497,Household,172.3422,OUT035,2004,Tier 2,Supermarket Type1,2586.633
427,FDH27,Low Fat,0.058298384,Dairy,145.8128,OUT013,1987,Tier 3,Supermarket Type1,1725.7536
428,FDA13,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Tier 2,Supermarket Type1,607.2096
429,NCJ05,Low Fat,0.046079558,Health and Hygiene,151.5682,OUT035,2004,Tier 2,Supermarket Type1,1982.0866
430,NCX53,LF,0.025002878,Health and Hygiene,140.4154,OUT010,1998,Tier 3,Grocery Store,567.2616
431,DRB13,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,Tier 2,Supermarket Type1,3415.554
432,FDO50,Low Fat,0.078168739,Canned,91.3804,OUT046,1997,Tier 1,Supermarket Type1,1653.8472
433,DRM47,Low Fat,0.073288275,Hard Drinks,189.1846,OUT010,1998,Tier 3,Grocery Store,382.1692
434,NCK17,Low Fat,0.0,Health and Hygiene,40.348,OUT019,1985,Tier 1,Grocery Store,79.896
435,FDU04,Low Fat,0.0,Frozen Foods,121.8414,OUT046,1997,Tier 1,Supermarket Type1,2802.3522
436,FDN32,Low Fat,0.01558456,Fruits and Vegetables,185.1266,OUT049,1999,Tier 1,Supermarket Type1,4795.0916
437,NCF06,Low Fat,0.033807904,Household,258.9962,OUT010,1998,Tier 3,Grocery Store,258.9962
438,NCD54,Low Fat,0.029173031,Household,145.7786,OUT017,2007,Tier 2,Supermarket Type1,1444.786
439,FDO45,Regular,0.037768989,Snack Foods,88.5856,OUT027,1985,Tier 3,Supermarket Type3,1845.5976
440,FDA39,Low Fat,0.012707362,Meat,41.0822,OUT013,1987,Tier 3,Supermarket Type1,942.7728
441,FDA57,Low Fat,0.03961061,Snack Foods,41.648,OUT013,1987,Tier 3,Supermarket Type1,759.012
442,FDR37,Regular,0.066352552,Breakfast,181.2292,OUT049,1999,Tier 1,Supermarket Type1,4195.8716
443,FDB27,Low Fat,0.055476238,Dairy,196.8768,OUT049,1999,Tier 1,Supermarket Type1,1182.4608
444,FDB08,Low Fat,0.030952737,Fruits and Vegetables,160.1578,OUT027,1985,Tier 3,Supermarket Type3,3048.6982
445,FDB26,reg,0.031267496,Canned,51.464,OUT046,1997,Tier 1,Supermarket Type1,692.432
446,FDU19,Regular,0.047036036,Fruits and Vegetables,170.5422,OUT017,2007,Tier 2,Supermarket Type1,2759.0752
447,FDP44,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,1987,Tier 3,Supermarket Type1,1948.1308
448,FDJ08,Low Fat,0.11089655,Fruits and Vegetables,191.5846,OUT045,2002,Tier 2,Supermarket Type1,2101.9306
449,FDF22,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,1999,Tier 1,Supermarket Type1,5770.4886
450,FDT34,LF,0.291826616,Snack Foods,107.1964,OUT010,1998,Tier 3,Grocery Store,420.7856
451,NCY29,Low Fat,0.077219509,Health and Hygiene,56.493,OUT035,2004,Tier 2,Supermarket Type1,509.337
452,FDF58,Low Fat,0.009534758,Snack Foods,64.551,OUT027,1985,Tier 3,Supermarket Type3,1201.769
453,FDD38,Regular,0.008204465,Canned,99.8674,OUT049,1999,Tier 1,Supermarket Type1,2342.9502
454,FDY33,Regular,0.0,Snack Foods,159.3262,OUT035,2004,Tier 2,Supermarket Type1,2864.2716
455,FDC38,Low Fat,0.122392031,Canned,133.1942,OUT013,1987,Tier 3,Supermarket Type1,2782.3782
456,FDD04,Low Fat,0.08989642,Dairy,143.4154,OUT013,1987,Tier 3,Supermarket Type1,1985.4156
457,FDD51,low fat,0.119852889,Dairy,44.9744,OUT013,1987,Tier 3,Supermarket Type1,498.0184
458,FDD47,reg,0.142699588,Starchy Foods,171.7448,OUT045,2002,Tier 2,Supermarket Type1,4431.5648
459,FDR01,Regular,0.053924587,Canned,198.2742,OUT017,2007,Tier 2,Supermarket Type1,4379.6324
460,FDG60,Low Fat,0.060688248,Baking Goods,234.2616,OUT035,2004,Tier 2,Supermarket Type1,4687.232
461,FDN34,Regular,0.045542628,Snack Foods,170.7132,OUT027,1985,Tier 3,Supermarket Type3,4904.2828
462,NCR17,Low Fat,0.024432767,Health and Hygiene,116.4492,OUT045,2002,Tier 2,Supermarket Type1,2780.3808
463,NCE18,Low Fat,0.021425341,Household,250.175,OUT046,1997,Tier 1,Supermarket Type1,2996.1
464,FDF56,Regular,0.119647957,Fruits and Vegetables,180.9976,OUT049,1999,Tier 1,Supermarket Type1,4165.2448
465,FDR55,reg,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,Tier 2,Supermarket Type1,2269.0464
466,FDR16,Regular,0.105445801,Frozen Foods,214.4218,OUT018,2009,Tier 3,Supermarket Type2,1496.0526
467,NCJ17,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,Tier 3,Supermarket Type1,1278.336
